name,connotation_1,connotation_2,connotation_3,connotation_4,connotation_5
shakeena,unique,graceful,strong,elegant,vibrant
shakeia,unique,creative,strong,elegant,modern
shakeila,exotic,unique,elegant,strong,feminine
shakeira,unique,strong,creative,elegant,modern
shakeisha,unique,modern,strong,creative,vibrant
shakeitha,unique,modern,strong,creative,vibrant
shakela,graceful,beautiful,elegant,radiant,charming
shakelia,unique,strong,creative,elegant,modern
shakema,unique,strong,creative,modern,elegant
shakena,unique,graceful,strong,elegant,serene
shakendra,strength,uniqueness,leadership,creativity,resilience
shakera,graceful,strong,unique,musical,vibrant
shakeria,unique,vibrant,musical,strong,modern
shakerra,unique,strong,creative,modern,elegant
shaketa,unique,strong,elegant,modern,creative
shakeya,unique,strong,creative,elegant,modern
shakeyla,unique,modern,creative,strong,elegant
shakia,strength,beauty,uniqueness,grace,resilience
shakiera,exotic,unique,strong,feminine,graceful
shakil,handsome,elegant,graceful,attractive,charming
shakila,beautiful,graceful,elegant,charming,radiant
shakim,strength,wisdom,leadership,resilience,creativity
shakima,strength,uniqueness,elegance,resilience,creativity
shakina,divine presence,feminine strength,spiritual power,grace,wisdom
shakir,grateful,thankful,appreciative,acknowledging,content
shakira,singer,dancer,latin,pop,philanthropist
shakirah,grateful,thankful,appreciative,blessed,harmonious
shakisha,unique,strong,creative,vibrant,resilient
shakita,unique,strong,exotic,vibrant,confident
shakiya,graceful,strong,unique,elegant,resilient
shakiyah,strength,grace,uniqueness,resilience,beauty
shakiyla,unique,strong,elegant,modern,cultural
shakur,grateful,thankful,appreciative,recognized,respected
shakura,gratitude,strength,beauty,wisdom,resilience
shakya,buddha's clan,noble,powerful,wise,spiritual
shakyla,unique,strong,elegant,modern,creative
shakyra,exotic,unique,strong,musical,vibrant
shala,goddess,strength,nurturing,wisdom,protector
shalamar,garden,beauty,elegance,tranquility,luxury
shalana,exotic,unique,feminine,elegant,mysterious
shalanda,unique,strong,elegant,creative,compassionate
shalandra,unique,elegant,strong,mysterious,creative
shalane,elegant,unique,feminine,graceful,modern
shalawn,unique,elegant,modern,strong,creative
shalaya,unique,elegant,mysterious,graceful,strong
shalea,unique,graceful,serene,elegant,strong
shaleah,unique,elegant,feminine,modern,graceful
shalee,unique,modern,feminine,creative,elegant
shaleen,graceful,polite,dignified,refined,elegant
shaleena,elegant,unique,graceful,strong,sophisticated
shaleigh,irish origin,feminine,unique,melodic,nature-inspired
shalena,elegant,unique,graceful,sophisticated,strong
shalene,elegant,unique,feminine,graceful,modern
shaletha,unique,elegant,strong,modern,creative
shaley,unique,modern,feminine,gentle,creative
shalia,exotic,unique,feminine,graceful,modern
shalimar,luxury,elegance,exoticism,romance,opulence
shalin,graceful,refined,cultured,elegant,sophisticated
shalina,graceful,serene,elegant,kind-hearted,sophisticated
shalinda,graceful,serene,unique,elegant,strong
shalini,dignified,intelligent,graceful,modest,talented
shalisa,unique,creative,elegant,strong,modern
shalise,unique,elegant,feminine,modern,creative
shalisha,unique,elegant,melodic,feminine,modern
shalita,unique,elegant,strong,creative,charismatic
shaliyah,unique,graceful,strong,elegant,modern
shallon,unique,modern,feminine,creative,elegant
shalom,peace,harmony,wholeness,prosperity,well-being
shalon,peaceful,serene,harmonious,tranquil,calm
shalonda,unique,creative,strong,elegant,modern
shalyn,unique,feminine,modern,graceful,creative
shalynn,unique,feminine,modern,graceful,creative
sham,deception,fraud,pretense,imitation,falsehood
shama,light,flame,beauty,nightingale,warmth
shamar,guardian,protector,watchful,vigilant,attentive
shamara,exotic,unique,feminine,elegant,mysterious
shamari,unique,strong,creative,modern,energetic
shamaria,unique,elegant,strong,spiritual,exotic
shamarion,unique,strong,modern,creative,distinctive
shamarr,unique,strong,creative,charismatic,modern
shamaya,divine,unique,spiritual,graceful,strong
shambria,unique,elegant,modern,creative,strong
shameca,unique,strong,creative,modern,confident
shamecca,unique,strong,cultural,modern,creative
shameek,unique,strong,creative,intelligent,charismatic
shameeka,unique,strong,creative,vibrant,confident
shameika,unique,strong,vibrant,confident,charismatic
shameka,unique,strong,creative,vibrant,confident
shamekia,unique,strong,creative,independent,confident
shamel,comprehensive,inclusive,complete,universal,all-encompassing
shamera,unique,elegant,mysterious,strong,graceful
shamia,exotic,unique,elegant,mysterious,graceful
shamiah,graceful,strong,unique,spiritual,compassionate
shamica,unique,creative,strong,modern,vibrant
shamicka,unique,creative,strong,elegant,modern
shamieka,unique,creative,strong,independent,vibrant
shamika,graceful,intelligent,strong,creative,compassionate
shamila,graceful,beautiful,complete,charming,elegant
shamir,precious stone,sharpness,strength,wisdom,rarity
shamira,guardian,protector,strong,vigilant,precious
shamirah,guardian,protector,precious,vigilant,strong
shamiya,unique,graceful,strong,elegant,exotic
shamiyah,unique,graceful,strong,elegant,spiritual
shamon,unique,strong,spiritual,mysterious,artistic
shamona,unique,exotic,strong,feminine,modern
shamonica,unique,creative,strong,elegant,modern
shams,sun,radiance,light,warmth,energy
shamus,detective,irish,private investigator,traditional,strong
shamya,unique,graceful,strong,elegant,spiritual
shamyah,unique,spiritual,strong,elegant,mysterious
shamyia,unique,elegant,modern,feminine,graceful
shamyra,exotic,unique,elegant,mysterious,strong
shan,mountain,wise,peaceful,strong,nature
shana,beautiful,graceful,kind,elegant,strong
shanae,unique,modern,feminine,elegant,strong
shanah,graceful,elegant,unique,serene,timeless
shanai,exotic,unique,musical,elegant,modern
shanan,graceful,wise,peaceful,nurturing,strong
shanara,exotic,unique,mystical,elegant,strong
shanavia,unique,elegant,modern,strong,feminine
shanay,unique,modern,elegant,strong,creative
shanaya,radiance,elegance,grace,beauty,brilliance
shanaye,unique,modern,feminine,creative,elegant
shanda,scandal,disgrace,shame,controversy,dishonor
shandel,unique,elegant,mysterious,artistic,strong
shandell,elegant,unique,modern,feminine,creative
shandi,unique,cheerful,friendly,creative,modern
shandon,irish heritage,strength,uniqueness,tradition,nature
shandra,exotic,strong,unique,feminine,mysterious
shandrea,unique,elegant,modern,strong,creative
shandreka,unique,strong,creative,modern,distinctive
shandria,unique,elegant,strong,mysterious,modern
shandrika,graceful,radiant,elegant,unique,serene
shandy,bubbly,playful,unique,cheerful,refreshing
shane,strong,adventurous,charismatic,dependable,rugged
shanea,unique,graceful,strong,modern,elegant
shanece,unique,elegant,modern,strong,creative
shanee,graceful,radiant,joyful,elegant,serene
shaneeka,unique,strong,vibrant,modern,creative
shaneen,exotic,unique,feminine,elegant,modern
shaneequa,unique,strong,cultural,vibrant,modern
shaneice,unique,modern,feminine,elegant,strong
shaneika,unique,creative,strong,modern,elegant
shaneka,unique,strong,creative,independent,confident
shanekia,unique,creative,strong,elegant,modern
shanel,elegant,sophisticated,unique,modern,fashionable
shanell,elegant,modern,unique,sophisticated,stylish
shanelle,elegant,sophisticated,unique,modern,graceful
shanequa,unique,modern,strong,feminine,cultural
shanequia,unique,modern,strong,creative,distinctive
shanese,unique,elegant,strong,creative,compassionate
shanesha,unique,strong,feminine,modern,creative
shanetta,unique,creative,strong,elegant,modern
shanette,elegant,unique,strong,feminine,modern
shaney,friendly,energetic,creative,unique,approachable
shani,saturn (in hindu astrology,auspicious,dark or black,judge or disciplinarian,slow-moving
shania,native american,singer,strong,unique,feminine
shaniah,graceful,strong,unique,elegant,compassionate
shanica,unique,strong,creative,modern,feminine
shanice,graceful,strong,elegant,unique,confident
shanicka,unique,strong,creative,independent,charismatic
shanie,unique,friendly,creative,vibrant,approachable
shaniece,unique,elegant,strong,modern,graceful
shanieka,unique,creative,strong,elegant,modern
shanik,unique,modern,creative,elegant,strong
shanika,unique,strong,creative,independent,compassionate
shanikqua,unique,strong,modern,cultural,distinctive
shanin,unique,elegant,strong,mysterious,modern
shanina,graceful,strong,unique,elegant,compassionate
shaniqua,urban,african-american,unique,modern,trendy
shanique,unique,elegant,strong,creative,modern
shaniquia,unique,modern,strong,feminine,cultural
shanise,unique,elegant,modern,strong,creative
shanisha,unique,modern,feminine,strong,creative
shanita,unique,strong,feminine,modern,creative
shanitra,unique,strong,elegant,modern,creative
shaniya,graceful,unique,strong,beautiful,intelligent
shaniyah,graceful,strong,unique,elegant,intelligent
shanley,irish heritage,strength,uniqueness,tradition,elegance
shann,irish origin,wise,peaceful,nature-loving,strong
shanna,irish origin,god is gracious,beautiful,wise,strong
shannah,graceful,peaceful,elegant,kind,serene
shannan,irish origin,wise,old river,small and wise,ancient
shannel,elegant,sophisticated,unique,fashionable,modern
shannell,elegant,unique,modern,sophisticated,stylish
shannen,irish origin,wise,gracious,little old wise one,god is gracious
shannin,unique,creative,strong,independent,compassionate
shannon,irish heritage,river,unisex,nature,traditional
shannyn,unique,feminine,modern,creative,strong
shanon,irish origin,wise,river,peaceful,nurturing
shant,peaceful,calm,serene,tranquil,harmonious
shanta,peaceful,calm,serene,tranquil,composed
shantae,exotic,graceful,unique,melodic,elegant
shantal,elegant,sophisticated,exotic,graceful,charming
shantana,peaceful,calm,serene,tranquil,harmonious
shantasia,unique,creative,elegant,mystical,modern
shantavia,unique,elegant,strong,creative,modern
shantay,graceful,strong,unique,elegant,confident
shante,graceful,elegant,strong,unique,confident
shantea,unique,elegant,modern,feminine,creative
shantee,peaceful,serene,exotic,unique,spiritual
shantel,elegant,sophisticated,unique,modern,graceful
shantele,elegant,unique,sophisticated,graceful,modern
shantell,elegant,sophisticated,unique,graceful,modern
shantelle,elegant,sophisticated,graceful,unique,charming
shanteria,unique,elegant,strong,modern,creative
shanterria,unique,strong,elegant,modern,creative
shanti,peace,tranquility,calmness,serenity,harmony
shantia,graceful,peaceful,strong,elegant,unique
shantina,peaceful,graceful,unique,elegant,strong
shantoria,unique,elegant,strong,creative,modern
shantrell,unique,elegant,modern,strong,creative
shantrice,unique,elegant,strong,creative,modern
shanty,rustic,informal,coastal,musical,makeshift
shanvi,goddess lakshmi,glowing,eminent,prosperous,auspicious
shanya,graceful,radiant,unique,strong,elegant
shanyah,unique,modern,feminine,strong,graceful
shanyce,unique,modern,feminine,strong,creative
shanyia,unique,graceful,strong,modern,elegant
shanyla,unique,elegant,modern,feminine,creative
shanzay,princess,dignity,elegance,grace,royalty
shaquala,unique,strong,modern,feminine,creative
shaquan,unique,strong,modern,cultural,creative
shaquana,unique,strong,creative,elegant,modern
shaquanda,unique,strong,cultural,modern,creative
shaquanna,unique,strong,creative,confident,independent
shaquasia,unique,modern,strong,creative,distinctive
shaqueena,unique,strong,regal,modern,creative
shaquel,unique,strong,modern,creative,distinctive
shaqueta,unique,strong,creative,vibrant,confident
shaquetta,unique,strong,cultural,modern,distinctive
shaquia,unique,strong,modern,creative,elegant
shaquil,unique,strong,charismatic,modern,athletic
shaquila,unique,strong,feminine,exotic,modern
shaquile,unique,strong,athletic,charismatic,memorable
shaquill,unique,strong,modern,athletic,charismatic
shaquilla,unique,elegant,strong,feminine,modern
shaquille,basketball,strength,dominance,celebrity,charisma
shaquinta,unique,strong,elegant,modern,creative
shaquira,exotic,unique,musical,strong,vibrant
shaquita,unique,strong,vibrant,cultural,modern
shaquitta,unique,strong,modern,creative,distinctive
shaquon,unique,modern,strong,cultural,distinctive
shara,graceful,serene,intelligent,compassionate,creative
sharae,unique,elegant,modern,feminine,creative
sharah,graceful,wise,nurturing,elegant,compassionate
sharai,unique,elegant,spiritual,strong,compassionate
sharalyn,elegant,unique,feminine,graceful,modern
sharan,shelter,protection,refuge,sanctuary,comfort
sharanda,unique,creative,strong,elegant,modern
sharanya,refuge,protector,shelter,guardian,sanctuary
sharay,elegant,unique,graceful,modern,strong
sharaya,exotic,unique,elegant,spiritual,artistic
sharayah,graceful,strong,unique,spiritual,compassionate
sharda,goddess of knowledge,wisdom,saraswati,learning,purity
shardae,elegant,unique,sophisticated,artistic,strong
shardai,unique,strong,elegant,exotic,modern
sharday,elegant,unique,musical,exotic,modern
sharde,elegant,unique,strong,creative,modern
sharea,unique,graceful,modern,elegant,creative
sharece,unique,elegant,modern,feminine,creative
sharee,elegant,unique,friendly,creative,compassionate
shareef,noble,honorable,respected,dignified,generous
shareen,elegant,graceful,kind,sophisticated,intelligent
shareena,elegant,unique,exotic,graceful,sophisticated
shareese,elegant,unique,sophisticated,graceful,charming
shareka,unique,strong,creative,independent,compassionate
sharell,unique,creative,elegant,modern,friendly
sharelle,elegant,unique,feminine,modern,graceful
sharen,caring,nurturing,friendly,dependable,compassionate
sharena,bright,cheerful,vibrant,elegant,unique
sharene,elegant,sophisticated,unique,graceful,strong
sharese,elegant,unique,graceful,sophisticated,warm
sharetta,unique,elegant,modern,feminine,strong
sharhonda,unique,strong,creative,modern,elegant
shari,elegant,friendly,creative,strong,compassionate
sharia,islamic law,religious guidelines,legal system,moral code,traditional practices
